"","x","y"
"1",0.879214401658318,-2.97606692097772
"2",-15.0005759872561,5.41933462536846
"3",-14.0198076488992,-6.89699005323178
"4",-3.86069811577039,9.15074347097408
"5",-16.3056025636123,-3.81182450157175
"6",-7.06293339663866,9.38658649932447
"7",-9.37425931931677,-8.30614765530732
"8",-13.7415144144625,8.07043265377212
"9",-2.19585454791262,3.14089543470179
"10",-15.1895118483654,-1.44778199984719
"11",-13.114508437653,0.520245900024851
"12",0.422448148929071,0.675286137648401
"13",-2.35642860038718,0.401987765959464
"14",-18.0899632294062,0.631475987100382
"15",-17.1781298638924,3.47848165932197
"16",-2.49243615130328,-7.64187552455688
"17",-5.27133431722809,-5.474941022701
"18",-11.6489225070807,-10.1492792568523
"19",-0.032592321961959,-5.14651644155566
"20",-5.44259289529282,-9.68450850893427
"21",-9.4108856030962,-5.17354750747742
"22",-0.596639543386159,6.23768539261278
"23",0.857886894588793,3.17385024561671
"24",-10.1658380944414,8.97842567792567
"25",-11.7679001215143,4.9780478023954
