"","x","y"
"1",-8.76858715641776,-6.61062708082141
"2",-10.8761127405743,-3.73835635538019
"3",-10.1447265755303,0.280401458490735
"4",2.83368146423757,-2.02553352825958
"5",-0.442462712260003,6.25401253364931
"6",6.00892359525514,-2.19038465504771
"7",-5.62451894815167,1.84925487821417
"8",4.88877701884695,1.08372774644343
"9",0.213023815994005,-7.41595344859854
"10",0.361904446360191,2.29728582450573
"11",0.888686275025239,-9.72933880773532
"12",-1.81016714110346,-8.20011139860763
"13",-7.57172173141006,3.39897406504157
"14",3.65520576397814,4.47188751939491
"15",-3.01110800025453,-5.02284841829588
"16",-4.56089215729701,-0.341674936921581
"17",-5.40200219484439,5.81252637196675
"18",-7.8999809729353,-2.15281107426007
"19",-1.57658280484119,-10.9126628033719
"20",-4.50746306897465,-8.89724489584929
"21",4.9261898155734,-5.00121914867227
